1046 57 1086
1047 56 1092
1048 53 1093
1049 58 1101
1050 45 1094
1051 70 1112
1052 63 1120
1053 41 1097
1054 55 1092
1055 40 1084
1056 57 1095
1057 65 1110
1058 47 1102
1059 34 1083
1060 61 1095
1061 60 1100
1062 68 1112
1063 63 1125
1064 55 1123
1065 61 1147
1066 70 1167
1067 51 1160
1068 54 1158
1069 54 1159
1070 64 1164
1071 54 1172
1072 57 1159
1073 65 1163
1074 49 1173
1075 53 1170
1076 56 1185
1077 63 1192
1078 47 1174
1079 73 1201
1080 47 1213
1081 55 1206
1082 57 1204
1083 50 1185
1084 41 1163
1085 59 1164
1086 53 1156
1087 75 1159
1088 67 1176
1089 56 1178
1090 59 1183
1091 56 1175
1092 55 1175
1093 50 1168
1094 60 1162
1095 63 1175
1096 68 1188
1097 55 1188
1098 52 1174
1099 51 1177
1100 58 1162
1101 65 1178
1102 60 1183
1103 58 1185
1104 46 1182
1105 55 1195
1106 62 1202
1107 56 1204
1108 64 1195
1109 60 1185
1110 66 1195
1111 54 1191
1112 40 1175
1113 54 1175
1114 60 1184
1115 64 1189
1116 48 1175
1117 47 1153
1118 52 1150
1119 71 1170
1120 63 1180
1121 60 1182
1122 49 1165
1123 58 1162
1124 52 1156
1125 70 1178
1126 72 1194
1127 79 1211
1128 68 1223
1129 75 1232
1130 51 1225
1131 77 1234
1132 58 1235
1133 68 1260
1134 61 1266
1135 69 1278
1136 53 1265
1137 62 1276
1138 61 1290
1139 60 1299
1140 61 1291
1141 69 1297
1142 70 1303
1143 57 1313
1144 48 1303
1145 56 1305
1146 65 1298
1147 58 1284
1148 71 1274
1149 71 1277
1150 63 1264
1151 51 1264
1152 59 1247
1153 69 1260
1154 75 1268
1155 57 1264
1156 62 1251
1157 55 1254
1158 50 1245
1159 65 1248
1160 48 1235
1161 63 1236
1162 70 1237
1163 59 1232
1164 58 1230
1165 59 1240
1166 66 1250
1167 67 1254
1168 68 1264
1169 58 1253
1170 66 1247
1171 66 1249
1172 69 1264
1173 51 1254
1174 53 1241
1175 71 1240
1176 78 1255
1177 75 1272
1178 59 1277
1179 57 1281
1180 67 1283
1181 77 1310
1182 60 1308
1183 81 1316
1184 63 1317
1185 67 1327
1186 60 1328
1187 68 1331
1188 53 1319
